0.16731234	0.015527169	0.23954706	-0.19749972	0.13257001	-0.49663746	-0.014378348	-0.12959175	0.030335048	0.13481145	-0.06699814	-0.0025569105	-0.12538658	-0.33903545	-0.105014674	0.25661317
0.43519774	0.5038524	0.12774073	-0.27872565	0.03762672	-0.5339827	0.3170724	-0.09717442	-0.08137267	-0.00786382	0.34207928	0.1985969	-0.19021201	-0.6878244	-0.192713	0.6074527
-0.21462074	-0.17432275	0.05384813	-0.2895711	0.13643302	-0.4855372	0.021749478	0.1408645	-0.061669126	0.48680168	-0.13950352	-0.0913839	0.09265489	0.053103402	-0.36005947	-0.18979724
-0.14025608	-0.17314976	0.048462857	-0.16890107	0.18829831	-0.27972868	-0.22790202	0.048316304	0.013975203	0.22368479	-0.28446227	-0.04641969	0.05326383	-0.16919304	-0.0068294206	0.09162502
0.10270964	-0.18332882	0.41425797	0.05546987	0.006210874	-0.320585	-0.17265806	-0.16273949	-0.02686023	0.103275254	-0.11937891	-0.06275911	-0.1637351	0.021202404	0.06317235	-0.13700263
-0.5549638	-0.37605414	-0.25466287	-0.6052871	0.37851575	-0.066063896	-0.041049935	0.43175325	0.1389401	0.8975787	-0.33419326	-0.29856956	0.46000963	0.527104	-0.6304016	-0.4893789
0.34736305	0.2044913	0.020821568	-0.2059044	0.17701629	-0.43708268	0.11740659	0.041975614	0.122708395	-0.0878973	0.006754952	0.01641366	-0.08840777	-0.44829842	-0.033776786	0.3373795
0.1994401	0.10649603	0.24764465	-0.13764001	0.14560427	-0.36842343	0.06629689	-0.18321702	0.12213781	0.2561598	0.0977049	-0.1671622	-0.25058314	-0.14167081	-0.10903265	-0.055293933
-0.43265897	-0.67636204	0.3371933	-0.060825974	-0.03316508	0.066865176	-0.41331324	-0.17560124	0.09091583	0.7174767	-0.3679962	-0.39454496	-0.005533187	0.74672484	-0.1974865	-0.8238147
-0.17802402	0.06040102	-0.05487809	-0.29751855	0.31443256	-0.13184957	0.057804007	0.2202739	0.1662516	0.33041778	-0.022184346	-0.24762747	0.15278092	-0.14131442	-0.16472816	0.13363215
0.6015975	0.5024998	-0.19596758	-0.39700463	0.38194674	0.2309519	0.2386186	-0.014263465	0.5925799	0.15501784	0.1836825	-0.5217935	-0.18529288	-0.5062988	0.045248363	0.49700415
0.5906447	0.09784454	0.5271521	-0.047200795	0.028445827	-0.0867048	0.047647662	-0.62268203	0.3079756	0.23977743	0.22979167	-0.56429684	-0.6588402	0.24929214	-0.017949989	-0.3462225
0.1443296	-0.478078	0.5989501	0.2510631	-0.26490986	-0.23343353	-0.39384818	-0.46444473	-0.11823741	0.030163864	-0.36298537	-0.15433833	-0.34910884	0.37692475	0.18945216	-0.52502394
0.21538813	0.18426631	0.14249565	-0.10504268	-0.018993625	-0.5265161	0.13958341	-0.0020015829	-0.2088352	-0.1402514	0.14219935	0.34075397	-0.061716687	-0.39289916	-0.08986028	0.35563162
0.17168246	-0.007935051	0.33488986	0.17715515	-0.3979285	-0.61954767	0.037253574	-0.12258421	-0.62587976	-0.2671627	-0.037406977	0.61370164	-0.050051678	-0.5384168	0.063129514	0.4291067
